Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 70-74, male","Bulgaria","172407","167596","164296","165440","166404","165492","162869","159101","153373","147431","143348","141621","141358","140829","142059","143670","147690","152384","155859","160465","164769","163397","159497","158759","158167"
"Population ages 70-74, male","Burkina Faso","44448","44589","44861","45263","45848","46626","47564","48677","49961","51357","52830","54428","56199","58176","60436","62955","65501","67592","67805","66527","65349","64626","64865","67056","70658"
"Population ages 70-74, male","Burundi","18496","18787","19204","19743","20427","21127","21841","22635","23580","24794","25929","26767","27620","28527","29448","30085","30598","31321","32352","33264","35199","38480","41707","44903","48118"
"Population ages 70-74, male","Cabo Verde","2749","2810","2870","2928","2984","3036","3088","3131","3150","3130","3053","2930","2787","2655","2558","2529","2568","2668","2820","3017","3224","3412","3577","3727","3873"
"Population ages 70-74, male","Cambodia","36937","40257","44439","48759","52527","55651","58005","59709","61387","63486","65861","68416","71167","73882","76527","79376","82535","86171","90525","95584","100970","106212","111312","116301","120689"
"Population ages 70-74, male","Cameroon","62480","63519","64617","65761","66928","68099","69315","70666","72085","73439","74756","76129","77613","79277","81317","83625","85841","87661","88931","89975","91174","92739","95094","98585","102794"
"Population ages 70-74, male","Canada","457707","468211","477247","482741","485636","486942","488231","490395","496736","507826","522290","539743","562171","588953","618056","646926","684177","729132","773935","814129","850315","875843","900252","934359","980762"
"Population ages 70-74, male","Cayman Islands","256","257","263","275","291","309","328","341","346","344","339","345","363","391","429","477","521","560","596","628","656","689","727","767","822"
"Population ages 70-74, male","Central African Republic","12678","12860","13057","13243","13402","13583","13753","13940","14188","12974","11689","11829","11995","12174","12124","12221","12701","13068","13382","13530","13968","14613","14052","13888","14846"
"Population ages 70-74, male","Chad","30285","30677","31120","31724","32491","33162","33745","34345","34996","35638","36182","36707","37207","37774","38435","39038","39709","40465","41289","42600","44421","46542","49003","52344","56249"
"Population ages 70-74, male","Channel Islands","2351","2375","2403","2465","2540","2611","2694","2791","2888","2962","2989","2957","2905","2877","2899","2951","3141","3462","3702","3833","3926","3922","3837","3802","3811"
"Population ages 70-74, male","Chile","173275","176792","178157","178283","178712","180108","182153","184671","187552","190857","194586","198760","203623","209465","216483","224181","233142","244655","258640","273795","289175","303973","317652","330819","343231"
"Population ages 70-74, male","China","11616987","12043970","12476555","12965901","13488927","13944004","14372128","14772555","15027694","15120004","15220229","15422913","15617713","15770184","16051645","16461909","17001047","17800201","18852756","20069867","21574911","23177262","24926689","26676047","28205351"
"Population ages 70-74, male","Colombia","220672","227458","235088","243562","252361","261189","270101","278963","288232","298832","311340","326109","343484","363405","385285","408368","432060","456257","480220","506745","532996","554662","580541","614430","649698"
"Population ages 70-74, male","Comoros","3474","3618","3842","3975","3913","3734","3548","3440","3476","3677","3993","4332","4605","4711","4690","4702","4830","4933","4929","4914","4879","4837","4853","4928","4987"
"Population ages 70-74, male","Congo, Dem. Rep.","190021","197214","204556","212073","220045","228571","237508","246831","256522","266540","276949","287828","299123","311071","323757","336965","351161","365513","377611","386735","393614","399994","408043","419342","433926"
"Population ages 70-74, male","Congo, Rep.","12111","12589","12829","13037","13318","13674","14137","14728","15324","15944","16520","16906","17111","17172","17249","17411","17699","18154","18738","19373","20027","20745","21538","22419","23477"
"Population ages 70-74, male","Costa Rica","28105","29178","30238","31300","32451","33738","35157","36739","38414","40038","41599","43152","44716","46380","48283","50472","52958","55624","58480","61439","64189","66731","69325","72140","75190"
"Population ages 70-74, male","Cote d'Ivoire","61290","62405","63527","64632","65697","66713","67695","68654","70065","71871","73591","75400","77544","80249","82766","84909","87298","89901","92865","96275","99589","102956","107059","111580","116171"
"Population ages 70-74, male","Croatia","81099","82683","85939","88202","89596","90130","90270","90744","90692","90125","89592","88708","87676","86132","83067","78526","76432","77176","79477","84131","90386","94561","96908","100446","104494"
"Population ages 70-74, male","Cuba","136219","138805","141094","143316","144966","146768","150612","155603","160351","165942","172602","177745","183177","189616","193951","196238","198729","201833","204263","206284","207971","206991","205893","208263","211225"
"Population ages 70-74, male","Curacao","1435","1435","1476","1550","1633","1738","1846","1936","2005","2058","2130","2209","2278","2358","2449","2551","2656","2752","2647","2607","2709","2712","2702","2825","2840"
"Population ages 70-74, male","Cyprus","11151","11444","11757","12081","12441","12839","13285","13805","14413","15117","15898","16580","17128","17665","18205","18770","19383","20051","20756","21449","22083","22623","23067","23506","24053"
"Population ages 70-74, male","Czechia","162850","163816","164249","163842","162025","158882","155356","153055","152892","154657","159991","168556","177929","189483","202961","212548","223955","241346","255582","264853","273298","271975","271107","272173","274728"
"Population ages 70-74, male","Denmark","87716","87393","87200","87121","87618","88999","91059","93826","97169","100647","104074","107602","112378","118699","126448","135754","145600","153468","157422","157485","154522","149721","144863","142558","142331"
"Population ages 70-74, male","Djibouti","3121","3251","3384","3515","3639","3759","3882","4011","4149","4305","4474","4650","4836","5031","5237","5459","5702","5962","6241","6527","6746","6864","6948","7034","7134"
"Population ages 70-74, male","Dominica","781","810","837","854","866","878","882","881","879","877","878","859","849","807","769","783","860","953","980","1004","1029","1052","1065","1078","1099"
"Population ages 70-74, male","Dominican Republic","44003","45611","47292","49039","50808","52529","54314","56235","58092","59570","60669","61539","62245","63049","64367","66497","69452","73268","77895","82678","87322","92078","97413","103259","109483"
"Population ages 70-74, male","Ecuador","75121","77962","80936","84056","87292","90643","94111","97664","101355","105319","109574","114073","118886","124079","129538","135114","140652","146330","153203","161510","167322","171151","177362","184504","190896"
"Population ages 70-74, male","Egypt, Arab Rep.","363148","374112","385979","397698","407479","414024","418273","421153","421939","420639","418935","418117","419434","425813","440023","463423","495932","536023","578904","618504","646663","663766","685699","718051","756657"
"Population ages 70-74, male","El Salvador","33909","36222","38378","40201","41659","42846","43864","44491","44973","45731","46626","47567","48415","49018","49426","49881","50516","51327","52325","53314","53873","54123","54527","54968","55401"
"Population ages 70-74, male","Equatorial Guinea","2898","3071","3247","3431","3634","3833","4033","4265","4507","4747","4973","5170","5343","5517","5707","5916","6152","6420","6729","7151","7621","8107","8659","9218","9721"
"Population ages 70-74, male","Eritrea","9176","9597","10090","10655","11232","11691","12110","12543","13086","13627","14133","14637","15112","15610","16098","16471","16780","17100","17291","17381","17220","16875","16692","16738","16905"
"Population ages 70-74, male","Estonia","21590","22469","22659","22338","21783","21299","21149","21400","21975","22760","23295","23707","23761","22872","21652","20607","19965","20165","21249","22893","24570","25633","26518","27412","27973"
"Population ages 70-74, male","Eswatini","2641","2659","2691","2744","2829","2938","3062","3207","3379","3575","3792","3994","4127","4187","4218","4271","4392","4580","4784","5001","5163","5255","5455","5762","6010"
"Population ages 70-74, male","Ethiopia","236533","244741","252733","260856","269180","277846","286886","296134","305793","316185","327534","340010","353625","368482","384957","403134","422644","442851","461074","477144","486916","491315","498966","511764","528370"
"Population ages 70-74, male","Faroe Islands","718","742","762","777","780","777","773","779","793","806","820","855","903","964","1039","1116","1155","1170","1191","1213","1248","1275","1269","1255","1238"
"Population ages 70-74, male","Fiji","3709","3858","3995","4132","4286","4450","4622","4799","4959","5101","5244","5395","5526","5658","5797","5928","6101","6309","6518","6712","6826","6835","6870","6992","7173"
"Population ages 70-74, male","Finland","87816","89627","90708","90535","90097","90565","91169","92413","95566","99458","101021","104697","107587","107271","109004","115576","124566","135756","149003","159108","164775","164717","162712","160839","159515"
"Population ages 70-74, male","France","1098713","1115156","1130407","1140180","1144536","1142111","1134753","1126324","1118473","1115955","1110174","1093301","1084160","1096601","1116855","1144983","1226272","1350090","1466577","1574627","1675613","1726935","1727127","1721278","1717014"
"Population ages 70-74, male","French Polynesia","1351","1442","1527","1642","1795","1919","2019","2116","2186","2245","2324","2414","2503","2604","2716","2829","2929","3023","3128","3227","3281","3373","3597","3879","4181"
"Population ages 70-74, male","Gabon","7734","7842","7955","8080","8212","8348","8499","8669","8848","9022","9193","9373","9566","9775","10014","10289","10590","10907","11190","11470","11782","12098","12440","12846","13288"
"Population ages 70-74, male","Gambia, The","6209","6219","6247","6288","6328","6366","6410","6459","6523","6619","6751","6922","7138","7401","7708","8045","8388","8688","8837","8807","8751","8782","8944","9327","9933"
"Population ages 70-74, male","Georgia","67387","67040","65045","62385","60192","59389","60575","63174","66346","68643","69235","66976","61989","55675","48990","43149","40030","40261","43320","47758","52074","54755","56427","57758","58387"
"Population ages 70-74, male","Germany","1531429","1580821","1599717","1589653","1604406","1668755","1766042","1886839","2018698","2136144","2222764","2242750","2249917","2202078","2117980","1962495","1786269","1705600","1693696","1709163","1794710","1908928","1998498","2051891","2079329"
"Population ages 70-74, male","Ghana","84486","88621","92781","96820","100684","103827","106122","107966","109481","110650","111688","112954","114518","115968","117340","119148","121078","122992","126025","130835","135383","139532","144941","150938","156970"
"Population ages 70-74, male","Gibraltar","478","484","491","494","504","528","553","574","587","595","599","599","573","533","520","576","667","752","837","894","894","870","861","852","849"
"Population ages 70-74, male","Greece","238244","242412","245561","248901","251047","251700","252177","253199","253925","253616","251437","246074","237850","229938","225959","227913","234897","243828","252054","258140","260398","259054","257787","257273","258345"
"Population ages 70-74, male","Greenland","402","425","444","459","466","465","464","465","470","489","522","558","587","636","699","731","742","742","734","734","742","762","784","828","890"
"Population ages 70-74, male","Grenada","1120","1182","1222","1254","1281","1308","1334","1357","1373","1379","1372","1348","1310","1270","1235","1208","1208","1237","1283","1344","1416","1485","1552","1622","1698"
"Population ages 70-74, male","Guam","1279","1269","1256","1247","1247","1262","1291","1329","1367","1394","1412","1426","1435","1451","1499","1593","1736","1910","2093","2259","2399","2506","2587","2654","2716"
"Population ages 70-74, male","Guatemala","60963","62461","63874","65200","66549","68002","69401","70659","71824","73009","74322","75916","77917","80236","82727","85334","88073","90885","94031","97556","100337","102141","105041","109490","114362"
"Population ages 70-74, male","Guinea","43728","43868","44044","44422","44747","45002","45293","45703","46159","46570","46907","47326","47854","48435","49132","49892","50634","51491","52552","53581","54639","55931","57372","58898","60608"
"Population ages 70-74, male","Guinea-Bissau","5794","5740","5694","5652","5613","5572","5536","5513","5501","5505","5529","5575","5642","5730","5841","5977","6136","6321","6528","6756","6958","7150","7398","7671","7931"
"Population ages 70-74, male","Guyana","3916","3875","3842","3836","3857","3902","3973","4066","4170","4271","4358","4430","4484","4535","4613","4738","4924","5165","5446","5719","5909","5958","6017","6168","6347"
"Population ages 70-74, male","Haiti","35198","36146","37319","38693","40192","41797","43562","45484","47459","49313","50411","51283","52537","53741","54996","56309","57537","58522","59487","60466","61306","62277","63799","65867","68177"
"Population ages 70-74, male","Honduras","24764","25449","26331","27344","28326","29216","30065","30907","31738","32539","33326","34139","35033","36100","37445","39133","41162","43614","46492","49767","52947","55597","58367","61353","64025"
"Population ages 70-74, male","Hong Kong SAR, China","98939","103418","106649","109793","113470","114230","114426","115771","116784","116813","117567","117143","114827","111613","110767","111664","115728","125721","139419","155433","170980","182861","190510","202932","210514"
"Population ages 70-74, male","Hungary","166491","167334","167427","167070","165697","162878","159342","156367","154339","153885","155948","160448","166134","172168","178741","182207","182153","184084","188181","192291","198094","204221","207355","212047","220699"
"Population ages 70-74, male","Iceland","4068","4203","4283","4300","4283","4229","4157","4120","4107","4121","4139","4186","4344","4570","4842","5225","5639","5999","6330","6656","6981","7241","7473","7801","8166"
"Population ages 70-74, male","India","6339721","6514635","6684545","6851744","7021389","7192962","7372299","7566530","7766042","7956530","8136812","8311938","8486983","8677881","8903747","9172181","9480068","9815835","10184368","10729139","11412174","11997316","12658030","13483549","14224239"
"Population ages 70-74, male","Indonesia","1441342","1490307","1536925","1582479","1626662","1671934","1719734","1767326","1812571","1853581","1888387","1916156","1937982","1955177","1969534","1983858","2002577","2024397","2049134","2076035","2102795","2131530","2199406","2315027","2453421"
"Population ages 70-74, male","Iran, Islamic Rep.","378019","392352","409227","427697","446371","464632","483224","502496","521611","539497","556081","571802","587132","603625","623574","648240","677798","712564","752309","808762","876593","942731","1011964","1079091","1127110"
"Population ages 70-74, male","Iraq","83356","85650","88486","91504","94391","97395","98146","97232","99187","103291","107348","111959","118187","125309","131439","136803","141628","145536","150417","156124","160399","166072","176944","190031","202725"
"Population ages 70-74, male","Ireland","50517","51238","52195","53522","54837","55622","56220","57225","58576","60284","61925","63387","65371","68065","71112","74825","79437","84153","88423","92046","94753","96979","99790","102808","105538"
"Population ages 70-74, male","Isle of Man","1327","1344","1374","1393","1422","1452","1492","1554","1613","1671","1725","1753","1790","1856","1936","2014","2127","2277","2387","2452","2501","2503","2434","2354","2307"
"Population ages 70-74, male","Israel","70282","71450","72192","72737","73192","74075","75895","78920","82207","85387","86664","86680","84856","82694","83060","86780","95184","108198","121068","131049","139666","145385","147845","152127","154640"
"Population ages 70-74, male","Italy","1188180","1209830","1229945","1244295","1256712","1268192","1276352","1288759","1319356","1360313","1395877","1425720","1434451","1415356","1386027","1363280","1365083","1407546","1476960","1528501","1567595","1577600","1561578","1541725","1533568"
"Population ages 70-74, male","Jamaica","17624","17925","18484","19097","19461","19515","19309","18883","18497","18500","18998","19892","21093","22424","23657","24652","25346","25683","25636","25060","24544","24389","24472","25046","26171"
"Population ages 70-74, male","Japan","2683830","2761709","2839191","2912058","2981233","3060821","3137650","3190251","3205456","3237431","3329705","3441451","3559180","3701915","3756670","3651095","3655123","3843799","4054585","4270395","4507198","4570141","4410367","4177796","3953814"
"Population ages 70-74, male","Jordan","19378","20479","21730","23132","24683","26371","29294","32311","34268","36041","37613","39045","39857","40534","41619","44011","46821","48998","51680","54689","57743","60865","64541","68662","71933"
"Population ages 70-74, male","Kazakhstan","120984","120919","116212","108560","101396","98924","103352","113270","124844","134405","139181","137289","128285","113634","97308","84768","80823","87248","102259","121981","140560","153693","164090","174866","186358"
"Population ages 70-74, male","Kenya","81917","83780","85561","87184","88651","89803","90668","91233","91529","91888","93157","96211","100709","106542","114271","124329","134768","145690","159644","174453","181207","181404","183307","186379","189472"
"Population ages 70-74, male","Kiribati","361","384","404","417","416","403","389","378","376","389","417","448","479","506","519","522","523","524","526","535","546","556","569","588","603"
"Population ages 70-74, male","Korea, Dem. People's Rep.","113149","121456","131847","146101","164430","184685","206177","228832","251223","271187","288165","302733","314445","323568","331272","339127","348048","356470","361046","361811","363942","351819","326523","313984","317968"
"Population ages 70-74, male","Korea, Rep.","352822","373618","402221","435830","472657","515333","559369","596592","632228","665190","692670","714456","735915","760333","778682","788944","791994","799146","829945","877911","926909","966489","1004978","1041601","1087394"
"Population ages 70-74, male","Kosovo","14558","15465","16012","16198","16229","16249","16320","16421","16492","16466","16332","16383","16661","16962","17288","17516","17699","17935","18126","18276","18408","18619","19130","19141","18366"
"Population ages 70-74, male","Kuwait","4195","4557","4935","5270","5482","5594","5747","6048","6510","7083","7749","8485","9216","10054","11174","12669","14841","17747","21283","25058","28324","21979","15831","18903","20977"
"Population ages 70-74, male","Kyrgyz Republic","34393","34801","34120","32702","31064","29896","29666","30047","30922","32181","33521","34693","35405","34752","32917","31232","30539","31065","33378","36723","39304","40530","42409","45849","49077"
"Population ages 70-74, male","Lao PDR","24161","24501","24819","25118","25421","25771","26472","27476","28417","29237","29954","30612","31242","31898","32613","33293","34009","34947","36121","37552","39115","40805","42764","44936","47210"
"Population ages 70-74, male","Latvia","35746","37065","37361","36626","35454","34419","33982","34313","35378","36879","37982","38558","38413","37226","35443","33364","31294","30230","30593","31828","33360","34472","35204","35491","35531"
"Population ages 70-74, male","Lebanon","29768","30744","31482","32093","32697","33213","33720","34293","34743","34999","35066","35164","35891","39273","43589","46245","49082","53014","57837","63117","67763","70620","72634","74482","75771"
"Population ages 70-74, male","Lesotho","10289","10425","10577","10738","10882","10977","10976","10843","10581","10229","9832","9416","8995","8576","8170","7801","7512","7352","7388","7665","7829","7773","7836","8015","8175"
"Population ages 70-74, male","Liberia","12919","13328","13736","13902","14123","14832","15733","16575","17291","17889","18475","19178","19834","20324","20782","21197","21553","21779","21855","21810","21792","21973","22414","23086","23913"
"Population ages 70-74, male","Libya","29068","30201","31444","32751","34091","35454","36873","38012","38556","39055","39669","39465","40083","41524","41966","41762","41484","40445","39423","39958","41520","43261","44740","45345","44963"
"Population ages 70-74, male","Liechtenstein","344","361","368","375","392","405","420","448","484","524","571","612","647","709","779","814","847","889","919","947","975","1001","1009","1001","1001"
"Population ages 70-74, male","Lithuania","50012","52299","53940","54186","53864","53239","53094","52982","52790","53007","52948","52446","52122","51317","49302","47407","45704","43947","43372","44806","46549","47652","49013","50072","50784"
"Population ages 70-74, male","Luxembourg","7589","7892","8022","7937","7826","7679","7568","7595","7674","7820","7977","8039","8134","8375","8612","8777","9147","9664","10070","10542","10992","11254","11477","11871","12334"
"Population ages 70-74, male","Macao SAR, China","3690","3753","3777","3774","3786","3846","3975","4091","4205","4152","4150","4230","4395","4636","5103","5750","6496","7281","8402","9648","10750","11465","12107","12701","13503"
"Population ages 70-74, male","Madagascar","67007","68452","70033","71638","73092","74353","75521","76619","77617","78497","79275","79993","80743","81719","83149","85184","87862","91203","95555","103540","114348","125097","135928","146540","154798"
"Population ages 70-74, male","Malawi","44050","45826","47627","49551","51617","53753","55877","57761","58604","58706","58967","59329","59758","60284","60962","61815","62764","63609","63717","63222","62320","61113","60325","60514","61459"
"Population ages 70-74, male","Malaysia","117556","122788","127586","132249","137652","144500","152934","162619","172865","183032","192534","200901","208559","216112","223865","232443","242394","254318","268834","285940","305407","324885","343711","362914","381665"
"Population ages 70-74, male","Maldives","1845","1973","2092","2200","2302","2410","2512","2596","2656","2689","2696","2686","2664","2629","2577","2521","2484","2473","2483","2503","2517","2531","2590","2738","2957"
"Population ages 70-74, male","Mali","54566","54809","55099","55417","55738","56084","56484","56942","57545","58470","60053","62274","64611","66913","68912","70016","70580","71359","72057","72466","73224","74489","75902","77582","79524"
"Population ages 70-74, male","Malta","5481","5496","5584","5737","5925","6153","6433","6703","6967","7255","7405","7324","7117","7147","7879","9041","10314","11748","12970","13505","13548","13502","13618","13865","14142"
"Population ages 70-74, male","Marshall Islands","166","176","179","176","167","158","150","144","140","136","130","127","133","148","166","182","197","214","228","236","235","237","247","262","273"
"Population ages 70-74, male","Mauritania","10441","10705","10950","11209","11474","11742","12021","12316","13088","14308","15522","16703","17772","18256","18246","18290","18399","18588","18846","19159","19419","19672","20111","20707","21368"
"Population ages 70-74, male","Mauritius","9275","8983","8759","8749","8915","9161","9433","9680","9828","9924","10064","10230","10477","10914","11544","12253","13026","14007","15199","16561","18076","19552","20706","21778","22760"
"Population ages 70-74, male","Mexico","605025","628013","653113","678627","704092","730515","757382","782381","805987","829428","851401","871988","893240","916529","941488","968589","999434","1033957","1070157","1107970","1136684","1153620","1182663","1228712","1278748"
"Population ages 70-74, male","Micronesia, Fed. Sts.","431","439","449","463","479","495","505","499","477","440","418","415","414","419","432","447","469","508","566","626","687","747","789","822","865"
"Population ages 70-74, male","Moldova","33811","34596","34608","33870","33073","32723","32733","32922","33110","33080","32823","32969","33393","33044","31620","29189","26596","24676","25711","30446","36511","41358","44163","44800","43786"
"Population ages 70-74, male","Monaco","798","771","757","761","773","784","793","800","819","863","922","978","1030","1072","1100","1120","1147","1185","1226","1239","1249","1278","1272","1240","1220"
"Population ages 70-74, male","Mongolia","8831","9453","10109","10675","11078","11342","11571","11877","12310","12827","13266","13464","13492","13499","13516","13547","13601","13694","13839","14038","14202","14408","14896","15752","16961"
"Population ages 70-74, male","Montenegro","8391","8725","8942","9091","9259","9480","9711","9963","10263","10531","10671","10614","10311","9825","9236","8573","8256","8538","9075","9871","10958","11740","12208","12828","13468"
"Population ages 70-74, male","Morocco","188552","195661","200952","204701","207436","209281","210715","212826","215542","217879","220611","225333","231698","238457","246153","255635","266401","278615","293337","311300","330606","351502","376459","403813","431239"
"Population ages 70-74, male","Mozambique","67533","69194","70459","71188","71439","71689","72891","74936","77218","79779","82408","84636","86572","88422","89874","90661","90717","90471","90573","91042","91307","91442","92364","93702","94518"
"Population ages 70-74, male","Myanmar","289309","295697","302034","307947","312712","316106","318370","319702","319874","319964","320964","322488","324827","328504","333965","341355","350462","360303","369530","384450","406042","428149","452498","480091","504652"
"Population ages 70-74, male","Namibia","6048","6122","6201","6291","6414","6580","6772","6973","7182","7400","7629","7880","8168","8495","8847","9210","9562","9879","10148","10398","10609","10662","10719","11006","11427"
"Population ages 70-74, male","Nauru","27","20","17","16","18","20","24","29","32","32","29","23","19","18","17","19","20","18","18","21","26","32","36","39","41"
"Population ages 70-74, male","Nepal","122678","125809","129357","133381","137639","142111","146748","151441","156109","160708","166708","174673","183394","192354","201043","207937","213269","219187","226603","234186","240506","245963","251498","256828","260182"
"Population ages 70-74, male","Netherlands","243198","247893","252438","256446","259607","262553","265708","268974","274186","281952","290806","299458","308170","318835","331653","342576","365466","399784","425329","442727","456932","457426","448244","445010","445668"
"Population ages 70-74, male","New Caledonia","1565","1660","1753","1843","1929","2012","2097","2202","2336","2492","2633","2738","2819","2900","3013","3169","3346","3525","3695","3860","3953","3977","4016","4080","4166"
"Population ages 70-74, male","New Zealand","56751","57133","57446","57438","57339","57297","57608","58449","59918","62012","65088","68758","71896","74210","76708","79056","82040","86862","92616","97817","103109","105937","106797","109458","112203"
"Population ages 70-74, male","Nicaragua","21330","22559","23866","25229","26604","27869","28655","29087","29581","30146","30741","31331","31930","32525","33047","33507","33946","34468","35395","36996","38677","40202","42224","44384","46070"
"Population ages 70-74, male","Niger","32182","33406","34761","36233","37779","39405","41129","42947","44911","47099","49494","52040","54808","57765","60762","63710","66428","68505","71306","75317","79419","83877","89150","94293","98845"
"Population ages 70-74, male","Nigeria","520975","534847","549824","565913","583028","600633","618778","638139","658564","679200","699777","720537","741683","763669","786886","810809","834101","854354","865734","870360","875577","885717","902958","929048","961963"
"Population ages 70-74, male","North Macedonia","23714","24644","25232","26190","27091","27799","28468","28835","28721","28519","28433","28401","28548","28937","29275","29379","29521","30226","31750","33800","35623","36976","38494","40283","41436"
"Population ages 70-74, male","Northern Mariana Islands","133","139","144","155","171","191","216","239","253","257","253","246","244","246","255","279","312","343","371","393","421","461","504","551","601"
"Population ages 70-74, male","Norway","74552","73665","72913","72202","71053","69693","68907","69033","70135","72464","75591","78217","81083","85553","91574","98677","107650","116679","122846","126403","127990","127459","126171","126132","126846"
"Population ages 70-74, male","Oman","8730","8908","9062","9186","9365","9595","9787","9935","10102","10324","10567","11794","13551","14268","14526","15015","15503","15927","16225","16114","15673","15706","16708","17762","18136"
"Population ages 70-74, male","Pakistan","835197","857893","879355","901030","924174","947055","969941","994898","1020798","1047057","1074435","1102303","1130310","1158673","1187930","1217413","1245247","1268555","1279654","1273822","1258424","1250647","1264119","1300572","1355516"
"Population ages 70-74, male","Palau","110","108","107","106","107","109","110","112","116","122","128","135","143","148","148","153","165","178","192","207","220","233","244","255","269"
"Population ages 70-74, male","Panama","19443","20091","20783","21526","22336","23227","24211","25291","26454","27677","28939","30209","31470","32755","34055","35360","36701","38106","39594","41274","42939","44583","46630","49003","51406"
"Population ages 70-74, male","Papua New Guinea","20569","21419","22447","23543","24687","25852","27009","28139","29233","30296","31350","32411","33522","34735","36084","37596","39235","40905","42660","44278","45578","46838","48367","50273","52572"
"Population ages 70-74, male","Paraguay","28437","28661","28534","28273","28206","28597","29554","31032","32843","34681","36368","37965","39533","41039","42515","43978","45346","46674","48245","50077","51602","52222","52862","54184","55708"
"Population ages 70-74, male","Peru","150293","160116","171819","184742","197961","211458","225367","239196","250757","259696","267646","274670","281100","287457","294134","301299","308365","316940","327943","339885","349049","354722","363887","376644","388995"
"Population ages 70-74, male","Philippines","259304","266462","275238","285487","296385","306000","314347","322593","330232","336846","343624","350753","357807","365206","374483","389890","413953","448227","495776","555023","616108","666092","710439","754919","795257"
"Population ages 70-74, male","Poland","532474","550642","565512","570572","568501","563722","558872","555265","552863","552130","546255","537185","523733","509449","497518","494094","513578","560032","621812","688969","744126","784401","822162","853993","881708"
"Population ages 70-74, male","Portugal","192732","196764","201713","206175","209514","212631","214986","215557","215877","217110","216845","214059","211331","210683","212058","216399","222528","229172","238032","249007","259063","269845","278747","284261","287382"
"Population ages 70-74, male","Puerto Rico","49614","50939","52453","53984","55485","56827","57972","59042","60146","61277","62219","62729","63472","64725","66260","68436","71318","74449","76973","82670","85490","86220","85356","84167","83978"
"Population ages 70-74, male","Qatar","1335","1432","1531","1596","1624","1758","2027","2248","2283","2222","2131","2290","2622","2902","3101","3502","3923","4169","4390","4609","4940","4433","5061","5827","6680"
"Population ages 70-74, male","Romania","377953","378345","377109","379200","380289","380993","383036","381764","379082","379970","378130","370508","357697","342907","331835","323157","321201","328632","340577","360976","387940","405856","416986","430300","437002"
"Population ages 70-74, male","Russian Federation","2075472","2103314","2045075","1912616","1752969","1653970","1644117","1738613","1897613","2057230","2147994","2143326","1996800","1719980","1432342","1216350","1152270","1259704","1478438","1768736","2048489","2198969","2278096","2360229","2427999"
"Population ages 70-74, male","Rwanda","24578","27004","29264","30536","30961","31123","31158","31244","31503","32017","32786","33642","34379","34815","35010","35286","36060","37814","40848","45177","50492","56191","60654","63534","65919"
"Population ages 70-74, male","Samoa","1149","1101","1071","1087","1106","1119","1135","1161","1188","1207","1215","1216","1206","1205","1217","1243","1282","1306","1310","1318","1340","1370","1449","1560","1652"
"Population ages 70-74, male","San Marino","480","488","506","532","573","577","584","611","626","662","674","652","655","655","656","657","676","728","758","779","814","808","803","835","850"
"Population ages 70-74, male","Sao Tome and Principe","830","831","839","852","865","879","891","894","892","892","890","888","888","883","873","865","861","868","888","922","951","985","1035","1082","1124"
"Population ages 70-74, male","Saudi Arabia","51218","54435","57873","61561","65480","69577","73801","78095","82386","86613","86511","91167","95510","100718","102062","104596","106260","108023","108903","111268","120603","122526","129388","135118","141477"
"Population ages 70-74, male","Senegal","44406","45536","47098","48998","50780","52530","54277","56072","57840","59440","60848","61970","62878","64627","67148","69341","71306","73076","74560","76271","78640","81654","85570","89793","93601"
"Population ages 70-74, male","Serbia","156537","160982","164414","166539","167854","168125","167384","165693","163054","159667","156335","152480","148385","143421","138194","132995","130006","133639","143679","156686","170668","182031","185225","189677","193456"
"Population ages 70-74, male","Seychelles","675","681","705","690","676","668","671","667","676","677","700","675","679","702","719","734","751","776","804","841","892","949","1177","1192","1254"
"Population ages 70-74, male","Sierra Leone","20695","21710","22781","23519","24128","24584","24955","25353","25826","26336","26849","27348","27866","28463","29190","29991","30791","31595","31973","31817","31784","32103","32614","33538","34946"
"Population ages 70-74, male","Singapore","32352","33667","34147","33952","35092","36654","37797","38687","40636","43018","45726","48585","50838","51962","52208","51912","54293","60334","67919","76095","84386","87794","93569","100573","106494"
"Population ages 70-74, male","Sint Maarten (Dutch part)","99","92","92","95","102","115","134","158","186","204","215","236","265","295","335","391","452","520","598","672","739","812","861","885","912"
"Population ages 70-74, male","Slovak Republic","67624","67792","68173","68243","67680","66851","65719","64532","63966","64351","65795","68071","70500","72684","75040","76813","78363","82066","87767","93622","100121","106858","112259","116931","121721"
"Population ages 70-74, male","Slovenia","30498","32264","33355","33958","34420","34724","35134","35760","36184","37016","37845","38607","39446","40424","40781","39718","38964","39782","41166","43370","47217","50811","53336","56050","58321"
"Population ages 70-74, male","Solomon Islands","2415","2442","2473","2506","2533","2538","2516","2474","2430","2417","2508","2682","2851","2985","3071","3114","3138","3173","3249","3356","3482","3638","3825","4018","4193"
"Population ages 70-74, male","Somalia, Fed. Rep.","30798","31695","32482","33264","34149","35072","36001","37140","38287","39093","39576","38653","37702","38288","39375","40774","42695","44913","47151","49891","53423","56968","60031","63401","66990"
"Population ages 70-74, male","South Africa","248289","260388","270026","275336","274707","269077","261231","254508","251549","253630","260479","269235","277684","284488","287980","289658","292391","299698","314234","335911","361860","388758","418036","448006","475712"
